permalink,company,numEmps,category,city,state,fundedDate,raisedAmt,raisedCurrency,round
zillow,Zillow,155,web,Seattle,WA,2007-09-01 12:00:00 -0400,30000000,USD,c
seomoz,SEOMoz,,web,Seattle,WA,2007-09-01 12:00:00 -0400,1250000,USD,a
docusign,DocuSign,,web,Seattle,WA,2006-04-01 12:00:00 -0500,10000000,USD,b
docusign,DocuSign,,web,Seattle,WA,2007-09-01 12:00:00 -0400,12400000,USD,c
adready,AdReady,33,web,Seattle,WA,2007-12-01 12:00:00 -0500,10000000,USD,b
treemo,Treemo,,web,Seattle,WA,2007-10-01 12:00:00 -0400,2550000,USD,a
gridnetworks,GridNetworks,,web,Seattle,WA,2007-10-01 12:00:00 -0400,9500000,USD,a
pelago,Pelago,,web,Seattle,WA,2006-11-01 12:00:00 -0500,7400000,USD,a
pelago,Pelago,,web,Seattle,WA,2008-05-27 12:00:00 -0400,15000000,USD,b
blist,Blist,,web,Seattle,WA,2008-02-20 12:00:00 -0500,6500000,USD,a
realself,RealSelf,,web,Seattle,WA,2007-10-01 12:00:00 -0400,1000000,USD,angel
rescuetime,RescueTime,,web,Seattle,WA,2007-10-14 12:00:00 -0400,20000,USD,seed
zoji,Zoji,,web,Seattle,WA,2007-10-01 12:00:00 -0400,1500000,USD,angel
snapvine,Snapvine,20,web,Seattle,WA,2006-07-01 12:00:00 -0400,2000000,USD,a
snapvine,Snapvine,20,web,Seattle,WA,2007-09-01 12:00:00 -0400,10000000,USD,b
jott,Jott,,web,Seattle,WA,2007-05-01 12:00:00 -0400,5400000,USD,b
earthclassmail,Earth Class Mail,,web,Seattle,WA,2007-09-01 12:00:00 -0400,7400000,USD,a
earthclassmail,Earth Class Mail,,web,Seattle,WA,2008-01-01 12:00:00 -0500,5900000,USD,a
smilebox,Smilebox,,web,Redmond,WA,2006-02-01 12:00:00 -0500,5000000,USD,a
smilebox,Smilebox,,web,Redmond,WA,2007-12-01 12:00:00 -0500,7000000,USD,b
fyreball,Fyreball,,web,Bellevue,WA,2007-12-01 12:00:00 -0500,1000000,USD,angel
delve-networks,Delve Networks,,web,Seattle,WA,2006-12-01 12:00:00 -0500,1650000,USD,seed
delve-networks,Delve Networks,,web,Seattle,WA,2007-08-01 12:00:00 -0400,8000000,USD,a
livemocha,LiveMocha,,web,Bellevue,WA,2008-01-01 12:00:00 -0500,6000000,USD,a
mercentcorporation,Mercent Corporation,50,web,Seattle,WA,2008-01-01 12:00:00 -0500,6500000,USD,b
cleverset,CleverSet,,web,Seattle,WA,2006-08-01 12:00:00 -0400,1400000,USD,angel
cleverset,CleverSet,,web,Seattle,WA,2005-09-01 12:00:00 -0400,1200000,USD,a
cleverset,CleverSet,,web,Seattle,WA,2007-12-01 12:00:00 -0500,500000,USD,angel
liquidplanner,LiquidPlanner,11,web,Bellevue,WA,2008-01-01 12:00:00 -0500,1200000,USD,angel
limeade,Limeade,10,web,Bellevue,WA,2007-01-01 12:00:00 -0500,1000000,USD,angel
yodio,Yodio,4,web,Bellevue,WA,2008-02-01 12:00:00 -0500,850000,USD,a
tastemakers,Tastemakers,11,web,Seattle,WA,2007-02-01 12:00:00 -0500,1000000,USD,a
whitepages-com,WhitePages.com,125,web,Seattle,WA,2005-08-01 12:00:00 -0400,45000000,USD,a
revenuescience,RevenueScience,,web,Seattle,WA,2005-12-19 12:00:00 -0500,24000000,USD,e
gotvoice,GotVoice,15,mobile,Kirkland,WA,2006-10-25 12:00:00 -0400,3000000,USD,a
cardomain-network,CarDomain Network,50,web,Seattle,WA,2007-06-29 12:00:00 -0400,3000000,USD,a
mpire,mpire,,web,Seattle,WA,2007-02-01 12:00:00 -0500,9800000,USD,a
mpire,mpire,,web,Seattle,WA,2008-06-11 12:00:00 -0400,10000000,USD,b
teachstreet,TeachStreet,8,web,Seattle,WA,2008-03-01 12:00:00 -0500,2250000,USD,a
estately,Estately,,web,,WA,2008-04-24 12:00:00 -0400,450000,USD,angel
infinia,Infinia,,cleantech,Kennewick,WA,2008-04-22 12:00:00 -0400,57000000,USD,b
infinia,Infinia,,cleantech,Kennewick,WA,2007-06-01 12:00:00 -0400,9500000,USD,a
m-metrics,M:Metrics,,web,Seattle,WA,2005-10-16 12:00:00 -0400,7000000,USD,b
cozi,Cozi,26,software,Seattle,WA,2007-07-11 12:00:00 -0400,3000000,USD,a
cozi,Cozi,26,software,Seattle,WA,2008-06-01 12:00:00 -0400,8000000,USD,c
trusera,Trusera,15,web,Seattle,WA,2007-06-01 12:00:00 -0400,2000000,USD,angel
alerts-com,Alerts.com,,web,Bellevue,WA,2008-07-08 12:00:00 -0400,1200000,USD,a
myrio,Myrio,75,software,Bothell,WA,2001-01-01 12:00:00 -0500,20500000,USD,unattributed
grid-networks,Grid Networks,,web,Seattle,WA,2007-10-30 12:00:00 -0400,9500000,USD,a
grid-networks,Grid Networks,,web,Seattle,WA,2008-05-20 12:00:00 -0400,10500000,USD,b
